"City","Latitude","Longitude","Crime_Type","Year","Count"
"Thamarassery","11.4149","75.9367","Molestation","2015","8"
"Thamarassery","11.4149","75.9367","Molestation","2016","18"
"Thamarassery","11.4149","75.9367","Molestation","2017","15"
"Thamarassery","11.4149","75.9367","Molestation","2018","23"
"Thamarassery","11.4149","75.9367","Molestation","2019","22"
"Thamarassery","11.4149","75.9367","Molestation","2020","24"
"Thamarassery","11.4149","75.9367","Molestation","2021","1"
"Thamarassery","11.4149","75.9367","Molestation","2022","40"
"Thamarassery","11.4149","75.9367","Molestation","2023","16"
"Thamarassery","11.4149","75.9367","Molestation","2024","14"
"Thamarassery","11.4149","75.9367","Molestation","2025","10"
"Balussery","11.4281","75.8394","Cruelty by husband or relatives","2014","24"
"Balussery","11.4281","75.8394","Cruelty by husband or relatives","2015","23"
"Balussery","11.4281","75.8394","Cruelty by husband or relatives","2016","333"
"Balussery","11.4281","75.8394","Cruelty by husband or relatives","2017","17"
"Balussery","11.4281","75.8394","Cruelty by husband or relatives","2018","15"
"Balussery","11.4281","75.8394","Cruelty by husband or relatives","2019","25"
"Balussery","11.4281","75.8394","Cruelty by husband or relatives","2020","27"
"Balussery","11.4281","75.8394","Cruelty by husband or relatives","2021","7"
"Balussery","11.4281","75.8394","Cruelty by husband or relatives","2022","41"
"Balussery","11.4281","75.8394","Cruelty by husband or relatives","2023","38"
"Balussery","11.4281","75.8394","Cruelty by husband or relatives","2024","23"
"Balussery","11.4281","75.8394","Cruelty by husband or relatives","2025","32"
"Balussery","11.4281","75.8394","Murder","2014","0"
"Balussery","11.4281","75.8394","Murder","2015","3"
"Balussery","11.4281","75.8394","Murder","2016","1"
"Balussery","11.4281","75.8394","Murder","2017","0"
"Balussery","11.4281","75.8394","Murder","2018","2"
"Balussery","11.4281","75.8394","Murder","2019","1"
"Balussery","11.4281","75.8394","Murder","2020","0"
"Balussery","11.4281","75.8394","Murder","2021","0"
"Balussery","11.4281","75.8394","Murder","2022","0"
"Balussery","11.4281","75.8394","Murder","2023","0"
"Balussery","11.4281","75.8394","Murder","2024","0"
"Balussery","11.4281","75.8394","Murder","2025","2"
"Balussery","11.4281","75.8394","Kidnapping & abduction - of women & girls","2014","1"
"Balussery","11.4281","75.8394","Kidnapping & abduction - of women & girls","2015","0"
"Balussery","11.4281","75.8394","Kidnapping & abduction - of women & girls","2016","0"
"Balussery","11.4281","75.8394","Kidnapping & abduction - of women & girls","2017","0"
"Balussery","11.4281","75.8394","Kidnapping & abduction - of women & girls","2018","3"
"Balussery","11.4281","75.8394","Kidnapping & abduction - of women & girls","2019","2"
"Balussery","11.4281","75.8394","Kidnapping & abduction - of women & girls","2020","0"
"Balussery","11.4281","75.8394","Kidnapping & abduction - of women & girls","2021","0"
"Balussery","11.4281","75.8394","Kidnapping & abduction - of women & girls","2022","0"
"Balussery","11.4281","75.8394","Kidnapping & abduction - of women & girls","2023","0"
"Balussery","11.4281","75.8394","Kidnapping & abduction - of women & girls","2024","0"
"Balussery","11.4281","75.8394","Kidnapping & abduction - of women & girls","2025","0"
"Balussery","11.4281","75.8394","Sexual harassment","2014","2"
"Balussery","11.4281","75.8394","Sexual harassment","2015","8"
"Balussery","11.4281","75.8394","Sexual harassment","2016","31"
"Balussery","11.4281","75.8394","Sexual harassment","2017","0"
"Balussery","11.4281","75.8394","Sexual harassment","2018","0"
"Balussery","11.4281","75.8394","Sexual harassment","2019","0"
"Balussery","11.4281","75.8394","Sexual harassment","2020","0"
"Balussery","11.4281","75.8394","Sexual harassment","2021","0"
"Balussery","11.4281","75.8394","Sexual harassment","2022","1"
"Balussery","11.4281","75.8394","Sexual harassment","2023","0"
"Balussery","11.4281","75.8394","Sexual harassment","2024","0"
"Balussery","11.4281","75.8394","Sexual harassment","2025","0"
"Balussery","11.4281","75.8394","Molestation","2014","22"
"Balussery","11.4281","75.8394","Molestation","2015","14"
"Balussery","11.4281","75.8394","Molestation","2016","2"
"Balussery","11.4281","75.8394","Molestation","2017","26"
"Balussery","11.4281","75.8394","Molestation","2018","27"
"Balussery","11.4281","75.8394","Molestation","2019","32"
"Balussery","11.4281","75.8394","Molestation","2020","20"
"Balussery","11.4281","75.8394","Molestation","2021","5"
"Balussery","11.4281","75.8394","Molestation","2022","0"
"Balussery","11.4281","75.8394","Molestation","2023","24"
"Balussery","11.4281","75.8394","Molestation","2024","20"
"Balussery","11.4281","75.8394","Molestation","2025","8"
"Balussery","11.4281","75.8394","Rape","2014","1"
"Balussery","11.4281","75.8394","Rape","2015","5"
"Balussery","11.4281","75.8394","Rape","2016","0"
"Balussery","11.4281","75.8394","Rape","2017","10"
"Balussery","11.4281","75.8394","Rape","2018","10"
"Balussery","11.4281","75.8394","Rape","2019","2"
"Balussery","11.4281","75.8394","Rape","2020","4"
"Balussery","11.4281","75.8394","Rape","2021","3"
"Balussery","11.4281","75.8394","Rape","2022","20"
"Balussery","11.4281","75.8394","Rape","2023","14"
"Balussery","11.4281","75.8394","Rape","2024","0"
"Balussery","11.4281","75.8394","Rape","2025","6"
"Balussery","11.4281","75.8394","Dowry Deaths(304(B) IPC)","2014","0"
"Balussery","11.4281","75.8394","Dowry Deaths(304(B) IPC)","2015","0"
"Balussery","11.4281","75.8394","Dowry Deaths(304(B) IPC)","2016","27"
"Balussery","11.4281","75.8394","Dowry Deaths(304(B) IPC)","2017","0"
"Balussery","11.4281","75.8394","Dowry Deaths(304(B) IPC)","2018","0"
"Balussery","11.4281","75.8394","Dowry Deaths(304(B) IPC)","2019","0"
"Balussery","11.4281","75.8394","Dowry Deaths(304(B) IPC)","2020","0"
"Balussery","11.4281","75.8394","Dowry Deaths(304(B) IPC)","2021","0"
"Balussery","11.4281","75.8394","Dowry Deaths(304(B) IPC)","2022","0"
"Balussery","11.4281","75.8394","Dowry Deaths(304(B) IPC)","2023","0"
"Balussery","11.4281","75.8394","Dowry Deaths(304(B) IPC)","2024","0"
"Balussery","11.4281","75.8394","Dowry Deaths(304(B) IPC)","2025","0"
"Balussery","11.4281","75.8394","Attempt to commit murder","2014","6"
"Balussery","11.4281","75.8394","Attempt to commit murder","2015","1"
"Balussery","11.4281","75.8394","Attempt to commit murder","2016","20"
"Balussery","11.4281","75.8394","Attempt to commit murder","2017","4"
"Balussery","11.4281","75.8394","Attempt to commit murder","2018","4"
"Balussery","11.4281","75.8394","Attempt to commit murder","2019","0"
"Balussery","11.4281","75.8394","Attempt to commit murder","2020","16"
"Balussery","11.4281","75.8394","Attempt to commit murder","2021","1"
"Balussery","11.4281","75.8394","Attempt to commit murder","2022","5"
"Balussery","11.4281","75.8394","Attempt to commit murder","2023","6"
"Balussery","11.4281","75.8394","Attempt to commit murder","2024","0"
"Balussery","11.4281","75.8394","Attempt to commit murder","2025","6"
"Perambra","11.7333","75.7667","Rape","2014","4"
"Perambra","11.7333","75.7667","Rape","2015","4"
"Perambra","11.7333","75.7667","Rape","2016","0"
"Perambra","11.7333","75.7667","Rape","2017","5"
"Perambra","11.7333","75.7667","Rape","2018","4"
"Perambra","11.7333","75.7667","Rape","2019","4"
"Perambra","11.7333","75.7667","Rape","2020","3"
"Perambra","11.7333","75.7667","Rape","2021","2"
"Perambra","11.7333","75.7667","Rape","2022","12"
"Perambra","11.7333","75.7667","Rape","2023","12"
"Perambra","11.7333","75.7667","Rape","2024","0"
"Perambra","11.7333","75.7667","Rape","2025","2"
"Perambra","11.7333","75.7667","Dowry Deaths(304(B) IPC)","2014","0"
"Perambra","11.7333","75.7667","Dowry Deaths(304(B) IPC)","2015","0"
"Perambra","11.7333","75.7667","Dowry Deaths(304(B) IPC)","2016","0"
"Perambra","11.7333","75.7667","Dowry Deaths(304(B) IPC)","2017","0"
"Perambra","11.7333","75.7667","Dowry Deaths(304(B) IPC)","2018","0"
"Perambra","11.7333","75.7667","Dowry Deaths(304(B) IPC)","2019","1"
"Perambra","11.7333","75.7667","Dowry Deaths(304(B) IPC)","2020","0"
"Perambra","11.7333","75.7667","Dowry Deaths(304(B) IPC)","2021","0"
"Perambra","11.7333","75.7667","Dowry Deaths(304(B) IPC)","2022","0"
"Perambra","11.7333","75.7667","Dowry Deaths(304(B) IPC)","2023","0"
"Perambra","11.7333","75.7667","Dowry Deaths(304(B) IPC)","2024","0"
"Perambra","11.7333","75.7667","Dowry Deaths(304(B) IPC)","2025","0"
"Perambra","11.7333","75.7667","Attempt to commit murder","2014","7"
"Perambra","11.7333","75.7667","Attempt to commit murder","2015","2"
"Perambra","11.7333","75.7667","Attempt to commit murder","2016","2"
"Perambra","11.7333","75.7667","Attempt to commit murder","2017","3"
"Perambra","11.7333","75.7667","Attempt to commit murder","2018","2"
"Perambra","11.7333","75.7667","Attempt to commit murder","2019","1"
"Perambra","11.7333","75.7667","Attempt to commit murder","2020","2"
"Perambra","11.7333","75.7667","Attempt to commit murder","2021","0"
"Perambra","11.7333","75.7667","Attempt to commit murder","2022","1"
"Perambra","11.7333","75.7667","Attempt to commit murder","2023","6"
"Perambra","11.7333","75.7667","Attempt to commit murder","2024","6"
"Perambra","11.7333","75.7667","Attempt to commit murder","2025","5"
"Perambra","11.7333","75.7667","Cruelty by husband or relatives","2014","17"
"Perambra","11.7333","75.7667","Cruelty by husband or relatives","2015","17"
"Perambra","11.7333","75.7667","Cruelty by husband or relatives","2016","17"
"Perambra","11.7333","75.7667","Cruelty by husband or relatives","2017","14"
"Perambra","11.7333","75.7667","Cruelty by husband or relatives","2018","12"
"Perambra","11.7333","75.7667","Cruelty by husband or relatives","2019","18"
"Perambra","11.7333","75.7667","Cruelty by husband or relatives","2020","13"
"Perambra","11.7333","75.7667","Cruelty by husband or relatives","2021","4"
"Perambra","11.7333","75.7667","Cruelty by husband or relatives","2022","18"
"Perambra","11.7333","75.7667","Cruelty by husband or relatives","2023","14"
"Perambra","11.7333","75.7667","Cruelty by husband or relatives","2024","19"
"Perambra","11.7333","75.7667","Cruelty by husband or relatives","2025","27"
"Perambra","11.7333","75.7667","Murder","2014","1"
"Perambra","11.7333","75.7667","Murder","2015","1"
"Perambra","11.7333","75.7667","Murder","2016","0"
"Perambra","11.7333","75.7667","Murder","2017","0"
"Perambra","11.7333","75.7667","Murder","2018","0"
"Perambra","11.7333","75.7667","Murder","2019","1"
"Perambra","11.7333","75.7667","Murder","2020","0"
"Perambra","11.7333","75.7667","Murder","2021","0"
"Perambra","11.7333","75.7667","Murder","2022","1"
"Perambra","11.7333","75.7667","Murder","2023","0"
"Perambra","11.7333","75.7667","Murder","2024","2"
"Perambra","11.7333","75.7667","Murder","2025","1"
"Perambra","11.7333","75.7667","Kidnapping & abduction - of women & girls","2014","0"
"Perambra","11.7333","75.7667","Kidnapping & abduction - of women & girls","2015","1"
"Perambra","11.7333","75.7667","Kidnapping & abduction - of women & girls","2016","1"
"Perambra","11.7333","75.7667","Kidnapping & abduction - of women & girls","2017","0"
"Perambra","11.7333","75.7667","Kidnapping & abduction - of women & girls","2018","0"
"Perambra","11.7333","75.7667","Kidnapping & abduction - of women & girls","2019","2"
"Perambra","11.7333","75.7667","Kidnapping & abduction - of women & girls","2020","1"
"Perambra","11.7333","75.7667","Kidnapping & abduction - of women & girls","2021","0"
"Perambra","11.7333","75.7667","Kidnapping & abduction - of women & girls","2022","0"
"Perambra","11.7333","75.7667","Kidnapping & abduction - of women & girls","2023","0"
"Perambra","11.7333","75.7667","Kidnapping & abduction - of women & girls","2024","0"
"Perambra","11.7333","75.7667","Kidnapping & abduction - of women & girls","2025","0"
"Perambra","11.7333","75.7667","Sexual harassment","2014","0"
"Perambra","11.7333","75.7667","Sexual harassment","2015","0"
"Perambra","11.7333","75.7667","Sexual harassment","2016","0"
"Perambra","11.7333","75.7667","Sexual harassment","2017","9"
"Perambra","11.7333","75.7667","Sexual harassment","2018","10"
"Perambra","11.7333","75.7667","Sexual harassment","2019","22"
"Perambra","11.7333","75.7667","Sexual harassment","2020","0"
"Perambra","11.7333","75.7667","Sexual harassment","2021","0"
"Perambra","11.7333","75.7667","Sexual harassment","2022","0"
"Perambra","11.7333","75.7667","Sexual harassment","2023","0"
"Perambra","11.7333","75.7667","Sexual harassment","2024","0"
"Perambra","11.7333","75.7667","Sexual harassment","2025","0"
"Perambra","11.7333","75.7667","Molestation","2014","9"
"Perambra","11.7333","75.7667","Molestation","2015","18"
"Perambra","11.7333","75.7667","Molestation","2016","29"
"Perambra","11.7333","75.7667","Molestation","2017","26"
"Perambra","11.7333","75.7667","Molestation","2018","9"
"Perambra","11.7333","75.7667","Molestation","2019","6"
"Perambra","11.7333","75.7667","Molestation","2020","20"
"Perambra","11.7333","75.7667","Molestation","2021","5"
"Perambra","11.7333","75.7667","Molestation","2022","44"
"Perambra","11.7333","75.7667","Molestation","2023","30"
"Perambra","11.7333","75.7667","Molestation","2024","17"
"Perambra","11.7333","75.7667","Molestation","2025","7"
"Kuttyadi","11.6667","75.8333","Sexual harassment","2014","0"
"Kuttyadi","11.6667","75.8333","Sexual harassment","2015","0"
"Kuttyadi","11.6667","75.8333","Sexual harassment","2016","0"
"Kuttyadi","11.6667","75.8333","Sexual harassment","2017","0"
"Kuttyadi","11.6667","75.8333","Sexual harassment","2018","0"
"Kuttyadi","11.6667","75.8333","Sexual harassment","2019","0"
"Kuttyadi","11.6667","75.8333","Sexual harassment","2020","0"
"Kuttyadi","11.6667","75.8333","Sexual harassment","2021","0"
"Kuttyadi","11.6667","75.8333","Sexual harassment","2022","2"
"Kuttyadi","11.6667","75.8333","Sexual harassment","2023","0"
"Kuttyadi","11.6667","75.8333","Sexual harassment","2024","0"
"Kuttyadi","11.6667","75.8333","Sexual harassment","2025","0"
"Kuttyadi","11.6667","75.8333","Kidnapping & abduction - of women & girls","2014","0"
"Kuttyadi","11.6667","75.8333","Kidnapping & abduction - of women & girls","2015","0"
"Kuttyadi","11.6667","75.8333","Kidnapping & abduction - of women & girls","2016","0"
"Kuttyadi","11.6667","75.8333","Kidnapping & abduction - of women & girls","2017","1"
"Kuttyadi","11.6667","75.8333","Kidnapping & abduction - of women & girls","2018","0"
"Kuttyadi","11.6667","75.8333","Kidnapping & abduction - of women & girls","2019","0"
"Kuttyadi","11.6667","75.8333","Kidnapping & abduction - of women & girls","2020","2"
"Kuttyadi","11.6667","75.8333","Kidnapping & abduction - of women & girls","2021","1"
"Kuttyadi","11.6667","75.8333","Kidnapping & abduction - of women & girls","2022","0"
"Kuttyadi","11.6667","75.8333","Kidnapping & abduction - of women & girls","2023","0"
"Kuttyadi","11.6667","75.8333","Kidnapping & abduction - of women & girls","2024","0"
"Kuttyadi","11.6667","75.8333","Kidnapping & abduction - of women & girls","2025","0"
"Kuttyadi","11.6667","75.8333","Molestation","2014","4"
"Kuttyadi","11.6667","75.8333","Molestation","2015","17"
"Kuttyadi","11.6667","75.8333","Molestation","2016","10"
"Kuttyadi","11.6667","75.8333","Molestation","2017","13"
"Kuttyadi","11.6667","75.8333","Molestation","2018","9"
"Kuttyadi","11.6667","75.8333","Molestation","2019","6"
"Kuttyadi","11.6667","75.8333","Molestation","2020","14"
"Kuttyadi","11.6667","75.8333","Molestation","2021","6"
"Kuttyadi","11.6667","75.8333","Molestation","2022","24"
"Kuttyadi","11.6667","75.8333","Molestation","2023","16"
"Kuttyadi","11.6667","75.8333","Molestation","2024","12"
"Kuttyadi","11.6667","75.8333","Molestation","2025","18"
"Kuttyadi","11.6667","75.8333","Dowry Deaths(304(B) IPC)","2014","0"
"Kuttyadi","11.6667","75.8333","Dowry Deaths(304(B) IPC)","2015","0"
"Kuttyadi","11.6667","75.8333","Dowry Deaths(304(B) IPC)","2016","0"
"Kuttyadi","11.6667","75.8333","Dowry Deaths(304(B) IPC)","2017","0"
"Kuttyadi","11.6667","75.8333","Dowry Deaths(304(B) IPC)","2018","0"
"Kuttyadi","11.6667","75.8333","Dowry Deaths(304(B) IPC)","2019","0"
"Kuttyadi","11.6667","75.8333","Dowry Deaths(304(B) IPC)","2020","0"
"Kuttyadi","11.6667","75.8333","Dowry Deaths(304(B) IPC)","2021","0"
"Kuttyadi","11.6667","75.8333","Dowry Deaths(304(B) IPC)","2022","0"
"Kuttyadi","11.6667","75.8333","Dowry Deaths(304(B) IPC)","2023","0"
"Kuttyadi","11.6667","75.8333","Dowry Deaths(304(B) IPC)","2024","0"
"Kuttyadi","11.6667","75.8333","Dowry Deaths(304(B) IPC)","2025","0"
"Kuttyadi","11.6667","75.8333","Rape","2014","4"
"Kuttyadi","11.6667","75.8333","Rape","2015","1"
"Kuttyadi","11.6667","75.8333","Rape","2016","4"
"Kuttyadi","11.6667","75.8333","Rape","2017","4"
"Kuttyadi","11.6667","75.8333","Rape","2018","3"
"Kuttyadi","11.6667","75.8333","Rape","2019","4"
"Kuttyadi","11.6667","75.8333","Rape","2020","5"
"Kuttyadi","11.6667","75.8333","Rape","2021","3"
"Kuttyadi","11.6667","75.8333","Rape","2022","2"
"Kuttyadi","11.6667","75.8333","Rape","2023","4"
"Kuttyadi","11.6667","75.8333","Rape","2024","1"
"Kuttyadi","11.6667","75.8333","Rape","2025","4"
"Kuttyadi","11.6667","75.8333","Attempt to commit murder","2014","0"
"Kuttyadi","11.6667","75.8333","Attempt to commit murder","2015","0"
"Kuttyadi","11.6667","75.8333","Attempt to commit murder","2016","1"
"Kuttyadi","11.6667","75.8333","Attempt to commit murder","2017","4"
"Kuttyadi","11.6667","75.8333","Attempt to commit murder","2018","4"
"Kuttyadi","11.6667","75.8333","Attempt to commit murder","2019","1"
"Kuttyadi","11.6667","75.8333","Attempt to commit murder","2020","3"
"Kuttyadi","11.6667","75.8333","Attempt to commit murder","2021","1"
"Kuttyadi","11.6667","75.8333","Attempt to commit murder","2022","0"
"Kuttyadi","11.6667","75.8333","Attempt to commit murder","2023","6"
"Kuttyadi","11.6667","75.8333","Attempt to commit murder","2024","3"
"Kuttyadi","11.6667","75.8333","Attempt to commit murder","2025","10"
"Kuttyadi","11.6667","75.8333","Cruelty by husband or relatives","2014","7"
"Kuttyadi","11.6667","75.8333","Cruelty by husband or relatives","2015","10"
"Kuttyadi","11.6667","75.8333","Cruelty by husband or relatives","2016","10"
"Kuttyadi","11.6667","75.8333","Cruelty by husband or relatives","2017","10"
"Kuttyadi","11.6667","75.8333","Cruelty by husband or relatives","2018","6"
"Kuttyadi","11.6667","75.8333","Cruelty by husband or relatives","2019","6"
"Kuttyadi","11.6667","75.8333","Cruelty by husband or relatives","2020","8"
"Kuttyadi","11.6667","75.8333","Cruelty by husband or relatives","2021","1"
"Kuttyadi","11.6667","75.8333","Cruelty by husband or relatives","2022","11"
"Kuttyadi","11.6667","75.8333","Cruelty by husband or relatives","2023","14"
"Kuttyadi","11.6667","75.8333","Cruelty by husband or relatives","2024","14"
"Kuttyadi","11.6667","75.8333","Cruelty by husband or relatives","2025","20"
"Kuttyadi","11.6667","75.8333","Murder","2014","0"
"Kuttyadi","11.6667","75.8333","Murder","2015","0"
"Kuttyadi","11.6667","75.8333","Murder","2016","1"
"Kuttyadi","11.6667","75.8333","Murder","2017","1"
"Kuttyadi","11.6667","75.8333","Murder","2018","0"
"Kuttyadi","11.6667","75.8333","Murder","2019","0"
"Kuttyadi","11.6667","75.8333","Murder","2020","0"
"Kuttyadi","11.6667","75.8333","Murder","2021","0"
"Kuttyadi","11.6667","75.8333","Murder","2022","1"
"Kuttyadi","11.6667","75.8333","Murder","2023","1"
"Kuttyadi","11.6667","75.8333","Murder","2024","2"
"Kuttyadi","11.6667","75.8333","Murder","2025","0"
"Payyoli","11.5333","75.6833","Attempt to commit murder","2014","3"
"Payyoli","11.5333","75.6833","Attempt to commit murder","2015","2"
"Payyoli","11.5333","75.6833","Attempt to commit murder","2016","0"
"Payyoli","11.5333","75.6833","Attempt to commit murder","2017","4"
"Payyoli","11.5333","75.6833","Attempt to commit murder","2018","0"
"Payyoli","11.5333","75.6833","Attempt to commit murder","2019","1"
"Payyoli","11.5333","75.6833","Attempt to commit murder","2020","0"
"Payyoli","11.5333","75.6833","Attempt to commit murder","2021","0"
"Payyoli","11.5333","75.6833","Attempt to commit murder","2022","1"
"Payyoli","11.5333","75.6833","Attempt to commit murder","2023","4"
"Payyoli","11.5333","75.6833","Attempt to commit murder","2024","3"
"Payyoli","11.5333","75.6833","Attempt to commit murder","2025","0"
"Payyoli","11.5333","75.6833","Cruelty by husband or relatives","2014","23"
"Payyoli","11.5333","75.6833","Cruelty by husband or relatives","2015","15"
"Payyoli","11.5333","75.6833","Cruelty by husband or relatives","2016","16"
"Payyoli","11.5333","75.6833","Cruelty by husband or relatives","2017","19"
"Payyoli","11.5333","75.6833","Cruelty by husband or relatives","2018","11"
"Payyoli","11.5333","75.6833","Cruelty by husband or relatives","2019","26"
"Payyoli","11.5333","75.6833","Cruelty by husband or relatives","2020","16"
"Payyoli","11.5333","75.6833","Cruelty by husband or relatives","2021","2"
"Payyoli","11.5333","75.6833","Cruelty by husband or relatives","2022","26"
"Payyoli","11.5333","75.6833","Cruelty by husband or relatives","2023","21"
"Payyoli","11.5333","75.6833","Cruelty by husband or relatives","2024","16"
"Payyoli","11.5333","75.6833","Cruelty by husband or relatives","2025","30"
"Payyoli","11.5333","75.6833","Murder","2014","0"
"Payyoli","11.5333","75.6833","Murder","2015","1"
"Payyoli","11.5333","75.6833","Murder","2016","2"
"Payyoli","11.5333","75.6833","Murder","2017","0"
"Payyoli","11.5333","75.6833","Murder","2018","1"
"Payyoli","11.5333","75.6833","Murder","2019","0"
"Payyoli","11.5333","75.6833","Murder","2020","0"
"Payyoli","11.5333","75.6833","Murder","2021","0"
"Payyoli","11.5333","75.6833","Murder","2022","0"
"Payyoli","11.5333","75.6833","Murder","2023","0"
"Payyoli","11.5333","75.6833","Murder","2024","1"
"Payyoli","11.5333","75.6833","Murder","2025","0"
"Payyoli","11.5333","75.6833","Kidnapping & abduction - of women & girls","2014","0"
"Payyoli","11.5333","75.6833","Kidnapping & abduction - of women & girls","2015","0"
"Payyoli","11.5333","75.6833","Kidnapping & abduction - of women & girls","2016","0"
"Payyoli","11.5333","75.6833","Kidnapping & abduction - of women & girls","2017","0"
"Payyoli","11.5333","75.6833","Kidnapping & abduction - of women & girls","2018","0"
"Payyoli","11.5333","75.6833","Kidnapping & abduction - of women & girls","2019","5"
"Payyoli","11.5333","75.6833","Kidnapping & abduction - of women & girls","2020","1"
"Payyoli","11.5333","75.6833","Kidnapping & abduction - of women & girls","2021","0"
"Payyoli","11.5333","75.6833","Kidnapping & abduction - of women & girls","2022","0"
"Payyoli","11.5333","75.6833","Kidnapping & abduction - of women & girls","2023","0"
"Payyoli","11.5333","75.6833","Kidnapping & abduction - of women & girls","2024","0"
"Payyoli","11.5333","75.6833","Kidnapping & abduction - of women & girls","2025","0"
"Payyoli","11.5333","75.6833","Sexual harassment","2014","3"
"Payyoli","11.5333","75.6833","Sexual harassment","2015","0"
"Payyoli","11.5333","75.6833","Sexual harassment","2016","0"
"Payyoli","11.5333","75.6833","Sexual harassment","2017","10"
"Payyoli","11.5333","75.6833","Sexual harassment","2018","9"
"Payyoli","11.5333","75.6833","Sexual harassment","2019","3"
"Payyoli","11.5333","75.6833","Sexual harassment","2020","0"
"Payyoli","11.5333","75.6833","Sexual harassment","2021","0"
"Payyoli","11.5333","75.6833","Sexual harassment","2022","1"
"Payyoli","11.5333","75.6833","Sexual harassment","2023","0"
"Payyoli","11.5333","75.6833","Sexual harassment","2024","0"
"Payyoli","11.5333","75.6833","Sexual harassment","2025","0"
"Payyoli","11.5333","75.6833","Molestation","2014","16"
"Payyoli","11.5333","75.6833","Molestation","2015","21"
"Payyoli","11.5333","75.6833","Molestation","2016","16"
"Payyoli","11.5333","75.6833","Molestation","2017","16"
"Payyoli","11.5333","75.6833","Molestation","2018","15"
"Payyoli","11.5333","75.6833","Molestation","2019","13"
"Payyoli","11.5333","75.6833","Molestation","2020","20"
"Payyoli","11.5333","75.6833","Molestation","2021","3"
"Payyoli","11.5333","75.6833","Molestation","2022","21"
"Payyoli","11.5333","75.6833","Molestation","2023","14"
"Payyoli","11.5333","75.6833","Molestation","2024","10"
"Payyoli","11.5333","75.6833","Molestation","2025","12"
"Payyoli","11.5333","75.6833","Dowry Deaths(304(B) IPC)","2014","0"
"Payyoli","11.5333","75.6833","Dowry Deaths(304(B) IPC)","2015","0"
"Payyoli","11.5333","75.6833","Dowry Deaths(304(B) IPC)","2016","0"
"Payyoli","11.5333","75.6833","Dowry Deaths(304(B) IPC)","2017","0"
"Payyoli","11.5333","75.6833","Dowry Deaths(304(B) IPC)","2018","0"
"Payyoli","11.5333","75.6833","Dowry Deaths(304(B) IPC)","2019","0"
"Payyoli","11.5333","75.6833","Dowry Deaths(304(B) IPC)","2020","0"
"Payyoli","11.5333","75.6833","Dowry Deaths(304(B) IPC)","2021","0"
"Payyoli","11.5333","75.6833","Dowry Deaths(304(B) IPC)","2022","0"
"Payyoli","11.5333","75.6833","Dowry Deaths(304(B) IPC)","2023","0"
"Payyoli","11.5333","75.6833","Dowry Deaths(304(B) IPC)","2024","0"
"Payyoli","11.5333","75.6833","Dowry Deaths(304(B) IPC)","2025","0"
"Payyoli","11.5333","75.6833","Rape","2014","3"
"Payyoli","11.5333","75.6833","Rape","2015","6"
"Payyoli","11.5333","75.6833","Rape","2016","5"
"Payyoli","11.5333","75.6833","Rape","2017","7"
"Payyoli","11.5333","75.6833","Rape","2018","1"
"Payyoli","11.5333","75.6833","Rape","2019","8"
"Payyoli","11.5333","75.6833","Rape","2020","4"
"Payyoli","11.5333","75.6833","Rape","2021","3"
"Payyoli","11.5333","75.6833","Rape","2022","4"
"Payyoli","11.5333","75.6833","Rape","2023","7"
"Payyoli","11.5333","75.6833","Rape","2024","0"
"Payyoli","11.5333","75.6833","Rape","2025","4"
"Koylandi","11.4353","75.71","Murder","2014","0"
"Koylandi","11.4353","75.71","Murder","2015","2"
"Koylandi","11.4353","75.71","Murder","2016","0"
"Koylandi","11.4353","75.71","Murder","2017","0"
"Koylandi","11.4353","75.71","Murder","2018","0"
"Koylandi","11.4353","75.71","Murder","2019","0"
"Koylandi","11.4353","75.71","Murder","2020","0"
"Koylandi","11.4353","75.71","Murder","2021","0"
"Koylandi","11.4353","75.71","Murder","2022","2"
"Koylandi","11.4353","75.71","Murder","2023","3"
"Koylandi","11.4353","75.71","Murder","2024","2"
"Koylandi","11.4353","75.71","Murder","2025","1"
"Koylandi","11.4353","75.71","Kidnapping & abduction - of women & girls","2014","1"
"Koylandi","11.4353","75.71","Kidnapping & abduction - of women & girls","2015","4"
"Koylandi","11.4353","75.71","Kidnapping & abduction - of women & girls","2016","1"
"Koylandi","11.4353","75.71","Kidnapping & abduction - of women & girls","2017","3"
"Koylandi","11.4353","75.71","Kidnapping & abduction - of women & girls","2018","3"
"Koylandi","11.4353","75.71","Kidnapping & abduction - of women & girls","2019","1"
"Koylandi","11.4353","75.71","Kidnapping & abduction - of women & girls","2020","0"
"Koylandi","11.4353","75.71","Kidnapping & abduction - of women & girls","2021","1"
"Koylandi","11.4353","75.71","Kidnapping & abduction - of women & girls","2022","0"
"Koylandi","11.4353","75.71","Kidnapping & abduction - of women & girls","2023","0"
"Koylandi","11.4353","75.71","Kidnapping & abduction - of women & girls","2024","0"
"Koylandi","11.4353","75.71","Kidnapping & abduction - of women & girls","2025","0"
"Koylandi","11.4353","75.71","Sexual harassment","2014","0"
"Koylandi","11.4353","75.71","Sexual harassment","2015","0"
"Koylandi","11.4353","75.71","Sexual harassment","2016","0"
"Koylandi","11.4353","75.71","Sexual harassment","2017","0"
"Koylandi","11.4353","75.71","Sexual harassment","2018","0"
"Koylandi","11.4353","75.71","Sexual harassment","2019","0"
"Koylandi","11.4353","75.71","Sexual harassment","2020","1"
"Koylandi","11.4353","75.71","Sexual harassment","2021","2"
